genome_ID total_n total_seq_bp avg_seq_bp median_seq_bp N50_bp min_seq_bp max_seq_bp
plate24.B10.pilon.contigs_renamed.fasta 71 5969588 84078.7 39131 227373 128 498623
plate24.B11.pilon.contigs_renamed.fasta 70 5979285 85418.36 1994.5 445477 128 1004534
plate24.B12.pilon.contigs_renamed.fasta 56 6065504 108312.57 475.5 525939 128 887881
plate24.B1.pilon.contigs_renamed.fasta 58 5951022 102603.83 367.5 450747 128 1116286
plate24.B3.pilon.contigs_renamed.fasta 71 5981376 84244.73 443 622835 128 849184
plate24.B4.pilon.contigs_renamed.fasta 42 6080766 144780.14 354 603749 128 890017
plate24.B5.pilon.contigs_renamed.fasta 81 5917630 73057.16 8496 197789 128 790971
plate24.B7.pilon.contigs_renamed.fasta 93 5993290 64443.98 16161 171185 128 470726
plate24.B8.pilon.contigs_renamed.fasta 79 5877091 74393.56 27122 194338 128 567724
plate24.B9.pilon.contigs_renamed.fasta 61 5970158 97871.44 39645 248686 128 592449
plate24.C10.pilon.contigs_renamed.fasta 54 5882965 108943.8 45995.5 287599 128 896906
plate24.C11.pilon.contigs_renamed.fasta 49 5972182 121881.27 19710 473826 128 631064
plate24.C12.pilon.contigs_renamed.fasta 46 6061481 131771.33 8511.5 558001 128 848013
plate24.C1.pilon.contigs_renamed.fasta 43 5946558 138292.05 631 640179 128 1206935
plate24.C2.pilon.contigs_renamed.fasta 73 5996565 82144.73 9716 254080 128 642221
plate24.C3.pilon.contigs_renamed.fasta 45 5973730 132749.56 1673 726359 128 1451349
plate24.C4.pilon.contigs_renamed.fasta 29 6077874 209581.86 42947 649612 128 1270251
plate24.C5.pilon.contigs_renamed.fasta 118 5974437 50630.82 25936.5 109911 128 424316
plate24.C7.pilon.contigs_renamed.fasta 86 5987490 69621.98 44239.5 131577 128 470726
plate24.C8.pilon.contigs_renamed.fasta 65 5874768 90381.05 48866 195341 128 508073
plate24.C9.pilon.contigs_renamed.fasta 47 6128246 130388.21 42766 334373 128 862720
plate24.D10.pilon.contigs_renamed.fasta 78 5899181 75630.53 455.5 344522 128 816600
plate24.D11.pilon.contigs_renamed.fasta 46 5965570 129686.3 71646.5 262681 128 950047
plate24.D12.pilon.contigs_renamed.fasta 33 6056985 183545 77572 533023 128 863703
plate24.D1.pilon.contigs_renamed.fasta 41 5942882 144948.34 71810 358719 128 643127
plate24.D2.pilon.contigs_renamed.fasta 45 6059832 134662.93 5496 321932 128 1021411
plate24.D3.pilon.contigs_renamed.fasta 56 6014423 107400.41 14654 341188 128 857894
plate24.D4.pilon.contigs_renamed.fasta 29 6073137 209418.52 144125 342939 128 1147735
plate24.D5.pilon.contigs_renamed.fasta 87 5971452 68637.38 33155 136647 128 446563
plate24.D7.pilon.contigs_renamed.fasta 120 5981232 49843.6 26827 105248 128 377707
plate24.D8.pilon.contigs_renamed.fasta 71 5869612 82670.59 47519 171500 128 545066
plate24.D9.pilon.contigs_renamed.fasta 54 6055044 112130.44 77815.5 204478 128 536324
plate24.E10.pilon.contigs_renamed.fasta 58 5967522 102888.31 59444 202088 128 486260
plate24.E11.pilon.contigs_renamed.fasta 358 5963922 16659 7507 39738 128 263952
plate24.E12.pilon.contigs_renamed.fasta 40 6059859 151496.48 22327.5 405695 128 1046366
plate24.E1.pilon.contigs_renamed.fasta 36 5943414 165094.83 74621.5 367338 128 1770336
plate24.E2.pilon.contigs_renamed.fasta 41 6057160 147735.61 19664 442503 128 773043
plate24.E3.pilon.contigs_renamed.fasta 46 5974350 129877.17 1801 931218 128 1253282
plate24.E4.pilon.contigs_renamed.fasta 35 6074793 173565.51 122325 408890 128 876650
plate24.E5.pilon.contigs_renamed.fasta 148 5971794 40349.96 21074 98217 128 370193
plate24.E7.pilon.contigs_renamed.fasta 115 5894509 51256.6 28593 103524 128 476965
plate24.E8.pilon.contigs_renamed.fasta 65 5869820 90304.92 48475 198978 128 410836
plate24.E9.pilon.contigs_renamed.fasta 58 6126574 105630.59 73229.5 193629 128 537532
plate24.F10.pilon.contigs_renamed.fasta 127 5925669 46658.81 386 535914 128 1211347
plate24.F11.pilon.contigs_renamed.fasta 61 5967065 97820.74 53838 237141 128 532215
plate24.F12.pilon.contigs_renamed.fasta 32 6057646 189301.44 83264.5 376983 128 1021311
plate24.F1.pilon.contigs_renamed.fasta 34 5943364 174804.82 74619 616684 128 1378224
plate24.F2.pilon.contigs_renamed.fasta 53 5974030 112717.55 3783 462026 128 1004670
plate24.F3.pilon.contigs_renamed.fasta 45 5970980 132688.44 19710 473787 128 1396363
plate24.F4.pilon.contigs_renamed.fasta 50 6074673 121493.46 79323.5 228671 128 720624
plate24.F5.pilon.contigs_renamed.fasta 80 6029561 75369.51 25992.5 162779 128 812429
plate24.F7.pilon.contigs_renamed.fasta 671 5961830 8884.99 4504 18185 128 134589
plate24.F8.pilon.contigs_renamed.fasta 63 5869573 93167.83 48476 195013 128 545003
plate24.F9.pilon.contigs_renamed.fasta 54 5967356 110506.59 54558 287519 128 545047
plate24.G10.pilon.contigs_renamed.fasta 118 5922152 50187.73 365.5 457744 128 1353863
plate24.G11.pilon.contigs_renamed.fasta 60 5968710 99478.5 45987 258014 128 592440
plate24.G12.pilon.contigs_renamed.fasta 37 6058971 163755.97 42972 491872 128 1203162
plate24.G1.pilon.contigs_renamed.fasta 37 5944118 160651.84 33802 551413 128 1320546
plate24.G2.pilon.contigs_renamed.fasta 72 5988873 83178.79 47431 197978 128 546788
plate24.G3.pilon.contigs_renamed.fasta 56 5974970 106695.89 5999 394355 128 664940
plate24.G4.pilon.contigs_renamed.fasta 35 6077067 173630.49 117754 281196 128 889393
plate24.G5.pilon.contigs_renamed.fasta 80 6022603 75282.54 30597.5 149632 128 739660
plate24.G7.pilon.contigs_renamed.fasta 107 5982309 55909.43 31267 126578 128 385026
plate24.G8.pilon.contigs_renamed.fasta 61 5871498 96254.07 55063 221141 128 434812
plate24.G9.pilon.contigs_renamed.fasta 57 6055153 106230.75 66669 236387 128 484988
plate24.H10.pilon.contigs_renamed.fasta 46 5972470 129836.3 2326.5 725840 128 1253282
plate24.H11.pilon.contigs_renamed.fasta 50 5972413 119448.26 46142 327290 128 771667
plate24.H1.pilon.contigs_renamed.fasta 38 5944550 156435.53 1547.5 623598 128 1770345
plate24.H2.pilon.contigs_renamed.fasta 84 5998573 71411.58 13158.5 243374 128 642221
plate24.H3.pilon.contigs_renamed.fasta 54 5966937 110498.83 58678.5 234661 128 706774
plate24.H4.pilon.contigs_renamed.fasta 26 6075395 233669.04 147243 424939 128 873724
plate24.H5.pilon.contigs_renamed.fasta 61 6029488 98844.07 32989 228705 128 692654
plate24.H6.pilon.contigs_renamed.fasta 203 5979461 29455.47 15205 64468 128 370412
plate24.H7.pilon.contigs_renamed.fasta 93 5984108 64345.25 38110 135590 128 397471
plate24.H8.pilon.contigs_renamed.fasta 49 5871286 119822.16 83452 208870 128 545110
plate24.H9.pilon.contigs_renamed.fasta 37 6129090 165651.08 42748 378590 128 1331215
plate25.A10.pilon.contigs_renamed.fasta 53 5945739 112183.75 52350 268511 128 539052
plate25.A11.pilon.contigs_renamed.fasta 48 5969236 124359.08 61348.5 249983 128 1049598
plate25.A12.pilon.contigs_renamed.fasta 942 5824180 6182.78 2785 13887 128 128105
plate25.A1.pilon.contigs_renamed.fasta 32 5895418 184231.81 56841 622718 128 886269
plate25.A2.pilon.contigs_renamed.fasta 55 5997013 109036.6 20109 371338 128 795044
plate25.A3.pilon.contigs_renamed.fasta 44 5983735 135993.98 51917.5 267071 128 693999
plate25.A4.pilon.contigs_renamed.fasta 45 6076986 135044.13 79471 292922 128 578397
plate25.A5.pilon.contigs_renamed.fasta 19 6074807 319726.68 281437 566948 128 779513
plate25.A7.pilon.contigs_renamed.fasta 34 6129493 180279.21 104262.5 331183 128 666972
plate25.A8.pilon.contigs_renamed.fasta 34 6057523 178162.44 119525 310283 128 820823
plate25.A9.pilon.contigs_renamed.fasta 41 6053856 147655.02 106000 231840 128 496849
plate25.B10.pilon.contigs_renamed.fasta 103 5941743 57686.83 24876 149051 128 404446
plate25.B11.pilon.contigs_renamed.fasta 51 5965987 116980.14 73160 238550 128 570467
plate25.B12.pilon.contigs_renamed.fasta 104 5869529 56437.78 30265.5 92624 128 723254
plate25.B1.pilon.contigs_renamed.fasta 719 6034294 8392.62 4692 15428 128 81402
plate25.B2.pilon.contigs_renamed.fasta 1113 5873228 5276.93 2610 10158 128 115179
plate25.B3.pilon.contigs_renamed.fasta 60 5980503 99675.05 57673.5 197910 128 452252
plate25.B4.pilon.contigs_renamed.fasta 180 6067827 33710.15 13013.5 72404 128 310730
plate25.B5.pilon.contigs_renamed.fasta 50 6051892 121037.84 77860.5 211320 128 657681
plate25.B7.pilon.contigs_renamed.fasta 55 6125653 111375.51 58497 297825 128 585679
plate25.B8.pilon.contigs_renamed.fasta 53 6054132 114228.91 66889 235299 128 681364
plate25.B9.pilon.contigs_renamed.fasta 55 6053233 110058.78 72624 257212 128 568693
plate25.C10.pilon.contigs_renamed.fasta 52 5943031 114289.06 65415 300735 128 534068
plate25.C11.pilon.contigs_renamed.fasta 1514 5856264 3868.07 2130 7552 128 43625
plate25.C12.pilon.contigs_renamed.fasta 35 5871321 167752.03 77373 379921 128 867109
plate25.C1.pilon.contigs_renamed.fasta 43 5895625 137107.56 63443 328349 128 600039
plate25.C2.pilon.contigs_renamed.fasta 37 5941411 160578.68 55564 530508 128 683430
plate25.C3.pilon.contigs_renamed.fasta 55 5981941 108762.56 71670 231287 128 518091
plate25.C4.pilon.contigs_renamed.fasta 42 6075047 144643.98 86996.5 272173 128 890017
plate25.C5.pilon.contigs_renamed.fasta 44 6054074 137592.59 96577.5 271508 128 594352
plate25.C7.pilon.contigs_renamed.fasta 50 6126346 122526.92 67174.5 230829 128 561732
plate25.C8.pilon.contigs_renamed.fasta 27 6074992 224999.7 188008 362219 128 1325122
plate25.C9.pilon.contigs_renamed.fasta 40 6052495 151312.38 88225 313432 128 614979
plate25.D10.pilon.contigs_renamed.fasta 50 5943511 118870.22 76477 212780 128 755222
plate25.D11.pilon.contigs_renamed.fasta 49 5964698 121728.53 59045 308748 128 709679
plate25.D12.pilon.contigs_renamed.fasta 47 5872051 124937.26 50461 260209 128 645830
plate25.D1.pilon.contigs_renamed.fasta 174 5958797 34245.96 15416 83208 128 497091
plate25.D2.pilon.contigs_renamed.fasta 730 5905822 8090.17 4328 15203 128 94831
plate25.D3.pilon.contigs_renamed.fasta 57 5980748 104925.4 63290 231755 128 527303
plate25.D4.pilon.contigs_renamed.fasta 132 6072460 46003.48 22146 102819 128 607828
plate25.D5.pilon.contigs_renamed.fasta 46 6054113 131611.15 90085.5 246849 128 655457
plate25.D7.pilon.contigs_renamed.fasta 63 6054440 96102.22 53364 226349 128 537738
plate25.D8.pilon.contigs_renamed.fasta 39 6057660 155324.62 37762 400829 128 1021118
plate25.D9.pilon.contigs_renamed.fasta 54 6054587 112121.98 65180 240799 128 443189
plate25.E10.pilon.contigs_renamed.fasta 64 5949189 92956.08 31095.5 276308 128 467035
plate25.E11.pilon.contigs_renamed.fasta 48 5965535 124281.98 84923.5 214854 128 660154
plate25.E12.pilon.contigs_renamed.fasta 42 5871731 139803.12 52549 371062 128 880430
plate25.E1.pilon.contigs_renamed.fasta 53 5964660 112540.75 69852 239633 128 570535
plate25.E2.pilon.contigs_renamed.fasta 58 5981847 103135.29 52525.5 231532 128 562550
plate25.E3.pilon.contigs_renamed.fasta 50 5980454 119609.08 86448.5 216454 128 574873
plate25.E4.pilon.contigs_renamed.fasta 46 6074386 132051.87 102760.5 221126 128 607847
plate25.E5.pilon.contigs_renamed.fasta 35 6053499 172957.11 101431 375420 128 658785
plate25.E7.pilon.contigs_renamed.fasta 55 6129680 111448.73 66780 237092 128 655943
plate25.E8.pilon.contigs_renamed.fasta 91 6094283 66970.14 31987 152544 128 553611
plate25.E9.pilon.contigs_renamed.fasta 40 6093830 152345.75 72625.5 320788 128 557566
plate25.F10.pilon.contigs_renamed.fasta 38 5943149 156398.66 89174 338917 128 638170
plate25.F11.pilon.contigs_renamed.fasta 38 5966702 157018.47 75928 396429 128 1063764
plate25.F12.pilon.contigs_renamed.fasta 32 5870849 183464.03 90725.5 545974 128 1031607
plate25.F1.pilon.contigs_renamed.fasta 48 5892173 122753.6 94766.5 213312 128 941233
plate25.F2.pilon.contigs_renamed.fasta 40 5942432 148560.8 80095.5 274500 128 683604
plate25.F3.pilon.contigs_renamed.fasta 49 5984594 122134.57 65095 259782 128 875460
plate25.F4.pilon.contigs_renamed.fasta 42 6070086 144525.86 100145 220081 128 747442
plate25.F5.pilon.contigs_renamed.fasta 42 6056404 144200.1 61946 330711 128 928822
plate25.F7.pilon.contigs_renamed.fasta 53 6126550 115595.28 73293 257219 128 563753
plate25.F8.pilon.contigs_renamed.fasta 45 6058321 134629.36 67393 292512 128 712174
plate25.F9.pilon.contigs_renamed.fasta 32 6056984 189280.75 107037.5 409556 128 1021317
plate25.G10.pilon.contigs_renamed.fasta 47 5944111 126470.45 76782 272784 128 492328
plate25.G11.pilon.contigs_renamed.fasta 29 5964026 205656.07 127068 309855 128 1489429
plate25.G12.pilon.contigs_renamed.fasta 46 5872266 127657.96 49808 398597 128 630207
plate25.G1.pilon.contigs_renamed.fasta 53 5963633 112521.38 48376 295850 128 588415
plate25.G2.pilon.contigs_renamed.fasta 66 5993521 90810.92 33687 194806 128 678864
plate25.G3.pilon.contigs_renamed.fasta 52 5983057 115058.79 72741 231755 128 685080
plate25.G4.pilon.contigs_renamed.fasta 51 6073933 119096.73 50155 192440 128 603450
plate25.G5.pilon.contigs_renamed.fasta 49 6055621 123584.1 54173 292354 128 655605
plate25.G7.pilon.contigs_renamed.fasta 34 6077201 178741.21 93340 342190 128 834215
plate25.G8.pilon.contigs_renamed.fasta 41 6095035 148659.39 91954 271896 128 668011
plate25.G9.pilon.contigs_renamed.fasta 29 6052000 208689.66 115197 476070 128 971153
plate25.H10.pilon.contigs_renamed.fasta 40 5949922 148748.05 76897 519764 128 714674
plate25.H11.pilon.contigs_renamed.fasta 38 5969290 157086.58 33327.5 567196 128 1212710
plate25.H12.pilon.contigs_renamed.fasta 39 5871520 150551.79 50407 610747 128 888469
plate25.H1.pilon.contigs_renamed.fasta 61 5961685 97732.54 62336 209245 128 497555
plate25.H2.pilon.contigs_renamed.fasta 55 5990783 108923.33 49237 280878 128 787746
plate25.H3.pilon.contigs_renamed.fasta 48 5983533 124656.94 42436.5 324780 128 690227
plate25.H4.pilon.contigs_renamed.fasta 23 6075099 264134.74 221118 608614 128 971333
plate25.H5.pilon.contigs_renamed.fasta 24 6072639 253026.62 179636 532682 128 1269753
plate25.H7.pilon.contigs_renamed.fasta 41 6057715 147749.15 35074 376968 128 1021464
plate25.H8.pilon.contigs_renamed.fasta 27 6054215 224230.19 52727 772770 128 1203162
plate25.H9.pilon.contigs_renamed.fasta 34 6056494 178132.18 133976.5 310283 128 597048
plate26.A10.pilon.contigs_renamed.fasta 53 5968509 112613.38 53804 286473 128 659898
plate26.A1.pilon.contigs_renamed.fasta 73 6007875 82299.66 51135 192012 128 653497
plate26.A2.pilon.contigs_renamed.fasta 32 5957110 186159.69 144112.5 334399 128 809874
plate26.A4.pilon.contigs_renamed.fasta 33 6057561 183562.45 42918 405667 128 760072
plate26.A5.pilon.contigs_renamed.fasta 55 5991672 108939.49 2615 467375 128 794866
plate26.A7.pilon.contigs_renamed.fasta 59 5981250 101377.12 65971 196743 128 761573
plate26.A8.pilon.contigs_renamed.fasta 55 5983420 108789.45 33606 231755 128 712980
plate26.A9.pilon.contigs_renamed.fasta 55 5905407 107371.04 68034 195202 128 555525
plate26.B10.pilon.contigs_renamed.fasta 51 5854475 114793.63 61803 197437 128 637051
plate26.B1.pilon.contigs_renamed.fasta 45 5972955 132732.33 1929 630717 128 1084038
plate26.B2.pilon.contigs_renamed.fasta 38 5956938 156761.53 87626.5 261899 128 809874
plate26.B3.pilon.contigs_renamed.fasta 598 5958924 9964.76 5324 18720 128 176429
plate26.B4.pilon.contigs_renamed.fasta 38 5918224 155742.74 72156.5 398667 128 892952
plate26.B5.pilon.contigs_renamed.fasta 42 5982892 142449.81 112790.5 267073 128 593507
plate26.B6.pilon.contigs_renamed.fasta 60 5979811 99663.52 39107.5 231532 128 399953
plate26.B7.pilon.contigs_renamed.fasta 101 5956301 58973.28 35299 130049 128 527710
plate26.B8.pilon.contigs_renamed.fasta 152 6123098 40283.54 19179.5 100986 128 464053
plate26.C10.pilon.contigs_renamed.fasta 102 5985694 58683.27 41639 113486 128 353597
plate26.C1.pilon.contigs_renamed.fasta 49 5972434 121886.41 4335 495103 128 768646
plate26.C2.pilon.contigs_renamed.fasta 44 5956381 135372.3 78895.5 247668 128 809874
plate26.C3.pilon.contigs_renamed.fasta 49 5918200 120779.59 92794 229127 128 717120
plate26.C4.pilon.contigs_renamed.fasta 53 5979813 112826.66 72536 205739 128 562532
plate26.C5.pilon.contigs_renamed.fasta 41 5982938 145925.32 84176 307338 128 1041079
plate26.C7.pilon.contigs_renamed.fasta 48 5917625 123283.85 81396.5 226179 128 717120
plate26.C9.pilon.contigs_renamed.fasta 271 5798792 21397.76 12784 41385 128 183920
plate26.D1.pilon.contigs_renamed.fasta 48 6014828 125308.92 4786.5 528654 128 961812
plate26.D2.pilon.contigs_renamed.fasta 922 5911328 6411.42 3394.5 12732 128 119322
plate26.D3.pilon.contigs_renamed.fasta 127 5985054 47126.41 22107 117793 128 353916
plate26.D4.pilon.contigs_renamed.fasta 56 5980130 106788.04 73877 196744 128 503593
plate26.D5.pilon.contigs_renamed.fasta 65 5980267 92004.11 51406 194583 128 562415
plate26.D6.pilon.contigs_renamed.fasta 618 5884334 9521.58 4619 20436 128 149779
plate26.D7.pilon.contigs_renamed.fasta 101 6106365 60459.06 40309 111557 128 371021
plate26.D8.pilon.contigs_renamed.fasta 129 6103322 47312.57 25335 97828 128 384181
plate26.D9.pilon.contigs_renamed.fasta 602 5590246 9286.12 4361 19879 128 166426
plate26.E10.pilon.contigs_renamed.fasta 85 6106387 71839.85 36681 140452 128 447981
plate26.E1.pilon.contigs_renamed.fasta 40 6013216 150330.4 5998.5 725840 128 1451350
plate26.E2.pilon.contigs_renamed.fasta 44 5956549 135376.11 76495.5 242401 128 809874
plate26.E3.pilon.contigs_renamed.fasta 59 5992595 101569.41 31814 317852 128 638388
plate26.E4.pilon.contigs_renamed.fasta 86 5980443 69540.03 36366 167480 128 345783
plate26.E5.pilon.contigs_renamed.fasta 58 5980767 103116.67 59212 307451 128 574714
plate26.E6.pilon.contigs_renamed.fasta 50 5903350 118067 76011.5 197411 128 851500
plate26.E7.pilon.contigs_renamed.fasta 91 6111827 67162.93 22591 149940 128 407267
plate26.E8.pilon.contigs_renamed.fasta 112 6105849 54516.51 30596.5 116388 128 256877
plate26.E9.pilon.contigs_renamed.fasta 153 6102135 39883.24 24560 73157 128 407040
plate26.F10.pilon.contigs_renamed.fasta 101 6130317 60696.21 31722 125500 128 407374
plate26.F1.pilon.contigs_renamed.fasta 41 5972058 145659.95 7662 800276 128 1253282
plate26.F2.pilon.contigs_renamed.fasta 58 5954690 102667.07 65764 211265 128 809808
plate26.F3.pilon.contigs_renamed.fasta 63 5988303 95052.43 36730 197185 128 755031
plate26.F4.pilon.contigs_renamed.fasta 41 5982486 145914.29 72953 315924 128 998417
plate26.F5.pilon.contigs_renamed.fasta 39 5982627 153400.69 103755 293726 128 666936
plate26.F6.pilon.contigs_renamed.fasta 3023 5614056 1857.11 1191 2900 128 31694
plate26.F7.pilon.contigs_renamed.fasta 5505 5169756 939.1 686 1214 128 12672
plate26.F8.pilon.contigs_renamed.fasta 55 5874524 106809.53 45896 273809 128 606630
plate26.F9.pilon.contigs_renamed.fasta 698 6074297 8702.43 4504.5 16484 128 195982
plate26.G10.pilon.contigs_renamed.fasta 54 5873739 108772.94 61963 225525 128 459709
plate26.G1.pilon.contigs_renamed.fasta 44 6013289 136665.66 3546.5 961812 128 1173101
plate26.G2.pilon.contigs_renamed.fasta 228 5947520 26085.61 12035 53890 128 367063
plate26.G3.pilon.contigs_renamed.fasta 57 5990975 105104.82 34986 371301 128 781605
plate26.G4.pilon.contigs_renamed.fasta 58 5981844 103135.24 60782 231262 128 659567
plate26.G5.pilon.contigs_renamed.fasta 52 5982728 115052.46 47668.5 255472 128 976285
plate26.G6.pilon.contigs_renamed.fasta 49 5917875 120772.96 46063 404754 128 793668
plate26.G7.pilon.contigs_renamed.fasta 60 5874910 97915.17 39636 232887 128 555720
plate26.G8.pilon.contigs_renamed.fasta 27 5903051 218631.52 156335 335693 128 735797
plate26.G9.pilon.contigs_renamed.fasta 144 5875766 40803.93 14724.5 92649 128 593872
plate26.H1.pilon.contigs_renamed.fasta 52 6014308 115659.77 11187 592518 128 1025938
plate26.H2.pilon.contigs_renamed.fasta 78 5953743 76330.04 43074 155123 128 494330
plate26.H3.pilon.contigs_renamed.fasta 293 5983322 20420.89 10610 43062 128 407858
plate26.H4.pilon.contigs_renamed.fasta 43 5983975 139162.21 33576 365905 128 717302
plate26.H5.pilon.contigs_renamed.fasta 40 5982203 149555.08 87453 324798 128 875460
plate26.H6.pilon.contigs_renamed.fasta 48 5916668 123263.92 63333.5 310314 128 848512
plate26.H7.pilon.contigs_renamed.fasta 21 5906707 281271.76 239400 484565 128 831597
plate26.H8.pilon.contigs_renamed.fasta 38 6055525 159355.92 11329 828228 128 1277551
plate26.H9.pilon.contigs_renamed.fasta 23 5906081 256786.13 221308 443164 128 901075
plate27.A1.pilon.contigs_renamed.fasta 114 6076913 53306.25 736 220851 128 547703
plate27.A2.pilon.contigs_renamed.fasta 95 6075013 63947.51 737 244386 128 799573
plate27.A3.pilon.contigs_renamed.fasta 96 6079869 63331.97 390.5 357842 128 713439
plate27.A6.pilon.contigs_renamed.fasta 74 6114474 82628.03 5256.5 291117 128 621346
plate27.A7.pilon.contigs_renamed.fasta 89 6119078 68753.69 1971 224951 128 476463
plate27.B1.pilon.contigs_renamed.fasta 80 5891274 73640.93 332.5 502087 128 1185381
plate27.B2.pilon.contigs_renamed.fasta 66 5889157 89229.65 340 695868 128 982584
plate27.B3.pilon.contigs_renamed.fasta 60 5886045 98100.75 367 502093 128 1117763
plate27.B4.pilon.contigs_renamed.fasta 83 6074731 73189.53 1066 283388 128 713219
plate27.B6.pilon.contigs_renamed.fasta 75 6071915 80958.87 1570 297777 128 713439
plate27.B7.pilon.contigs_renamed.fasta 63 6068914 96331.97 3342 362984 128 555165
plate27.C5.pilon.contigs_renamed.fasta 112 6347714 56676.02 419 295904 128 806684
plate27.C6.pilon.contigs_renamed.fasta 38 5911738 155572.05 374.5 647363 128 847505
plate27.D5.pilon.contigs_renamed.fasta 145 5908315 40747 21672 85789 128 279143
plate27.D6.pilon.contigs_renamed.fasta 44 6062520 137784.55 5769 363073 128 1240592
plate27.E1.pilon.contigs_renamed.fasta 77 6066298 78783.09 27531 178649 128 389017
plate27.E2.pilon.contigs_renamed.fasta 183 6062320 33127.43 18617 72837 128 235482
plate27.E5.pilon.contigs_renamed.fasta 189 6105746 32305.53 22156 62289 128 208026
plate27.E6.pilon.contigs_renamed.fasta 90 6116115 67956.83 5632.5 206390 128 464612
plate27.F2.pilon.contigs_renamed.fasta 263 5872274 22328.04 11209 47991 128 208073
plate27.F3.pilon.contigs_renamed.fasta 64 6065512 94773.62 45431 244339 128 653636
plate27.F4.pilon.contigs_renamed.fasta 298 6049222 20299.4 11520.5 41280 128 222406
plate27.F5.pilon.contigs_renamed.fasta 79 6068070 76811.01 30736 191857 128 712603
plate27.F6.pilon.contigs_renamed.fasta 57 6065560 106413.33 22206 244339 128 713226
plate27.G3.pilon.contigs_renamed.fasta 103 5878344 57071.3 30104 122966 128 380036
plate27.G5.pilon.contigs_renamed.fasta 35 5905946 168741.31 130726 318007 128 693358
plate27.G6.pilon.contigs_renamed.fasta 31 5907631 190568.74 47711 408787 128 1316103
plate27.H4.pilon.contigs_renamed.fasta 46 5883345 127898.8 347.5 777547 128 1185381
plate27.H5.pilon.contigs_renamed.fasta 45 6004340 133429.78 69487 310372 128 876695
plate2.A10.pilon.contigs_renamed.fasta 31 6080748 196153.16 284 1437563 128 2740079
plate2.A11.pilon.contigs_renamed.fasta 68 5964577 87714.37 323.5 669298 128 1262872
plate2.A1.pilon.contigs_renamed.fasta 74 6243131 84366.64 7627.5 236668 128 560921
plate2.A2.pilon.contigs_renamed.fasta 83 6242571 75211.7 2415 231511 128 619513
plate2.A5.pilon.contigs_renamed.fasta 45 5947049 132156.64 606 640179 128 1411620
plate2.A6.pilon.contigs_renamed.fasta 48 5946280 123880.83 916 465265 128 1377921
plate2.A7.pilon.contigs_renamed.fasta 52 6131292 117909.46 42573.5 276477 128 492590
plate2.A8.pilon.contigs_renamed.fasta 41 6133140 149588.78 1977 405695 128 1021320
plate2.A9.pilon.contigs_renamed.fasta 44 5952029 135273.39 4498.5 638259 128 1321447
plate2.B10.pilon.contigs_renamed.fasta 36 5966399 165733.31 1663.5 676962 128 1274704
plate2.B1.pilon.contigs_renamed.fasta 57 5936020 104140.7 1663 385432 128 906463
plate2.B2.pilon.contigs_renamed.fasta 46 5939864 129127.48 93978.5 256520 128 580931
plate2.B3.pilon.contigs_renamed.fasta 38 5940130 156319.21 111779.5 351374 128 927336
plate2.B4.pilon.contigs_renamed.fasta 37 5923354 160090.65 513 715367 128 1883590
plate2.B5.pilon.contigs_renamed.fasta 97 6000222 61857.96 403 332599 128 948705
plate2.B6.pilon.contigs_renamed.fasta 61 5875220 96315.08 2019 355725 128 769332
plate2.B7.pilon.contigs_renamed.fasta 28 5973892 213353.29 71391 684109 128 892495
plate2.B8.pilon.contigs_renamed.fasta 29 5920448 204153.38 1987 715367 128 2094251
plate2.B9.pilon.contigs_renamed.fasta 37 5919918 159997.78 78696 427670 128 848640
plate2.C10.pilon.contigs_renamed.fasta 51 5968274 117024.98 1855 378510 128 748379
plate2.C11.pilon.contigs_renamed.fasta 99 5691827 57493.2 317 1119260 128 2638545
plate2.C1.pilon.contigs_renamed.fasta 53 5932879 111941.11 34446 331208 128 689654
plate2.C2.pilon.contigs_renamed.fasta 49 5941662 121258.41 88278 284120 128 567907
plate2.C3.pilon.contigs_renamed.fasta 39 5943315 152392.69 3099 567967 128 1190076
plate2.C4.pilon.contigs_renamed.fasta 119 5979179 50245.2 351 375754 128 766919
plate2.C5.pilon.contigs_renamed.fasta 58 6056684 104425.59 63734 214402 128 811685
plate2.C6.pilon.contigs_renamed.fasta 67 6303271 94078.67 580 373750 128 762854
plate2.C7.pilon.contigs_renamed.fasta 30 5973781 199126.03 150253 474208 128 1218109
plate2.C8.pilon.contigs_renamed.fasta 39 5918076 151745.54 84148 341399 128 717120
plate2.C9.pilon.contigs_renamed.fasta 96 6189321 64472.09 3105.5 164237 128 530962
plate2.D10.pilon.contigs_renamed.fasta 139 6368769 45818.48 373 582875 128 1215560
plate2.D1.pilon.contigs_renamed.fasta 65 5884966 90537.94 670 371549 128 1224267
plate2.D2.pilon.contigs_renamed.fasta 58 5975357 103023.4 2049.5 454675 128 726359
plate2.D3.pilon.contigs_renamed.fasta 36 5873194 163144.28 31964.5 622206 128 1032029
plate2.D4.pilon.contigs_renamed.fasta 238 6235132 26198.03 1117.5 114847 128 376477
plate2.D5.pilon.contigs_renamed.fasta 48 6112500 127343.75 3970.5 534555 128 786884
plate2.D6.pilon.contigs_renamed.fasta 50 5983516 119670.32 42532 324798 128 690232
plate2.D7.pilon.contigs_renamed.fasta 46 5984506 130097.96 44687 315985 128 875460
plate2.D8.pilon.contigs_renamed.fasta 38 5983438 157458.89 53321 410940 128 875242
