"","sys_id","type","subtype","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","bacterial_strain"
"3640","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.E4|KMEFGNAM_02943","p25.E4|KMEFGNAM_02944","p25.E4|KMEFGNAM_02943,p25.E4|KMEFGNAM_02944","2","Type_IV_REases,Type_IV_REases","p25.E4"
"3641","UserReplicon_DRT_2_2","DRT","DRT_2","p25.E4|KMEFGNAM_04631","p25.E4|KMEFGNAM_04631","p25.E4|KMEFGNAM_04631","1","drt2","p25.E4"
"3642","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.E5|KFIDKNGJ_02328","p25.E5|KFIDKNGJ_02335","p25.E5|KFIDKNGJ_02328,p25.E5|KFIDKNGJ_02332,p25.E5|KFIDKNGJ_02333,p25.E5|KFIDKNGJ_02334,p25.E5|KFIDKNGJ_02335","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.E5"
"3643","UserReplicon_Abi2_1","Abi2","Abi2","p25.E5|KFIDKNGJ_03227","p25.E5|KFIDKNGJ_03227","p25.E5|KFIDKNGJ_03227","1","Abi_2","p25.E5"
"3644","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.E5|KFIDKNGJ_03590","p25.E5|KFIDKNGJ_03591","p25.E5|KFIDKNGJ_03590,p25.E5|KFIDKNGJ_03591","2","Type_IV_REases,Type_IV_REases","p25.E5"
"3645","UserReplicon_Abi2_1","Abi2","Abi2","p25.E7|BJEGCIKK_02620","p25.E7|BJEGCIKK_02620","p25.E7|BJEGCIKK_02620","1","Abi_2","p25.E7"
"3646","UserReplicon_Abi2_2","Abi2","Abi2","p25.E7|BJEGCIKK_02998","p25.E7|BJEGCIKK_02998","p25.E7|BJEGCIKK_02998","1","Abi_2","p25.E7"
"3647","UserReplicon_CBASS_III_4","CBASS","CBASS_III","p25.E7|BJEGCIKK_03829","p25.E7|BJEGCIKK_03836","p25.E7|BJEGCIKK_03829,p25.E7|BJEGCIKK_03830,p25.E7|BJEGCIKK_03831,p25.E7|BJEGCIKK_03832,p25.E7|BJEGCIKK_03836","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p25.E7"
"3648","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p25.E7|BJEGCIKK_04650","p25.E7|BJEGCIKK_04651","p25.E7|BJEGCIKK_04650,p25.E7|BJEGCIKK_04651","2","Type_IV_REases,Type_IV_REases","p25.E7"
"3649","UserReplicon_Abi2_1","Abi2","Abi2","p25.E8|PJOFCPFJ_00413","p25.E8|PJOFCPFJ_00413","p25.E8|PJOFCPFJ_00413","1","Abi_2","p25.E8"
"3650","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.E8|PJOFCPFJ_00977","p25.E8|PJOFCPFJ_00978","p25.E8|PJOFCPFJ_00977,p25.E8|PJOFCPFJ_00978","2","Type_IV_REases,Type_IV_REases","p25.E8"
"3651","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.E8|PJOFCPFJ_03032","p25.E8|PJOFCPFJ_03039","p25.E8|PJOFCPFJ_03032,p25.E8|PJOFCPFJ_03033,p25.E8|PJOFCPFJ_03034,p25.E8|PJOFCPFJ_03035,p25.E8|PJOFCPFJ_03039","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p25.E8"
"3652","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.E9|PPLIINFJ_02364","p25.E9|PPLIINFJ_02371","p25.E9|PPLIINFJ_02364,p25.E9|PPLIINFJ_02365,p25.E9|PPLIINFJ_02366,p25.E9|PPLIINFJ_02367,p25.E9|PPLIINFJ_02371","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p25.E9"
"3653","UserReplicon_Abi2_1","Abi2","Abi2","p25.E9|PPLIINFJ_03213","p25.E9|PPLIINFJ_03213","p25.E9|PPLIINFJ_03213","1","Abi_2","p25.E9"
"3654","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.E9|PPLIINFJ_04397","p25.E9|PPLIINFJ_04398","p25.E9|PPLIINFJ_04397,p25.E9|PPLIINFJ_04398","2","Type_IV_REases,Type_IV_REases","p25.E9"
"3655","UserReplicon_Abi2_1","Abi2","Abi2","p25.F1|JBJHPKKC_00588","p25.F1|JBJHPKKC_00588","p25.F1|JBJHPKKC_00588","1","Abi_2","p25.F1"
"3656","UserReplicon_dCTPdeaminase_2","dCTPdeaminase","dCTPdeaminase","p25.F1|JBJHPKKC_03822","p25.F1|JBJHPKKC_03822","p25.F1|JBJHPKKC_03822","1","dCTPdeaminase","p25.F1"
"3657","UserReplicon_CBASS_I_2","CBASS","CBASS_I","p25.F10|BNBOEDMH_02260","p25.F10|BNBOEDMH_02263","p25.F10|BNBOEDMH_02260,p25.F10|BNBOEDMH_02261,p25.F10|BNBOEDMH_02263","3","Cyclase_SMODS,2TM_Gros,2TM_Gros","p25.F10"
"3658","UserReplicon_Abi2_1","Abi2","Abi2","p25.F10|BNBOEDMH_02266","p25.F10|BNBOEDMH_02266","p25.F10|BNBOEDMH_02266","1","Abi_2","p25.F10"
"3659","UserReplicon_RM_Type_II_2","RM","RM_Type_II","p25.F11|DADNCEEJ_00097","p25.F11|DADNCEEJ_00098","p25.F11|DADNCEEJ_00097,p25.F11|DADNCEEJ_00098","2","Type_II_REases,Type_II_MTases","p25.F11"
"3660","UserReplicon_Hachiman_1","Hachiman","Hachiman","p25.F11|DADNCEEJ_02910","p25.F11|DADNCEEJ_02911","p25.F11|DADNCEEJ_02910,p25.F11|DADNCEEJ_02911","2","HamA_2,HamB","p25.F11"
"3661","UserReplicon_RM_Type_IIG_3","RM","RM_Type_IIG","p25.F11|DADNCEEJ_03146","p25.F11|DADNCEEJ_03146","p25.F11|DADNCEEJ_03146","1","Type_IIG","p25.F11"
"3662","UserReplicon_RM_Type_I_5","RM","RM_Type_I","p25.F12|MNOPPGOO_01042","p25.F12|MNOPPGOO_01043","p25.F12|MNOPPGOO_01042,p25.F12|MNOPPGOO_01043","2","Type_I_REases,Type_I_MTases","p25.F12"
"3663","UserReplicon_Abi2_1","Abi2","Abi2","p25.F12|MNOPPGOO_01519","p25.F12|MNOPPGOO_01519","p25.F12|MNOPPGOO_01519","1","Abi_2","p25.F12"
"3664","UserReplicon_Abi2_2","Abi2","Abi2","p25.F12|MNOPPGOO_02503","p25.F12|MNOPPGOO_02503","p25.F12|MNOPPGOO_02503","1","Abi_2","p25.F12"
"3665","UserReplicon_PARIS_I_merge_4","PARIS","PARIS_I_merge","p25.F12|MNOPPGOO_04087","p25.F12|MNOPPGOO_04087","p25.F12|MNOPPGOO_04087","1","AAA_15_DUF4435","p25.F12"
"3666","UserReplicon_DRT_3_3","DRT","DRT_3","p25.F12|MNOPPGOO_05098","p25.F12|MNOPPGOO_05099","p25.F12|MNOPPGOO_05098,p25.F12|MNOPPGOO_05099","2","drt3b,drt3a","p25.F12"
"3667","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p25.F2|AFFKGFPK_00860","p25.F2|AFFKGFPK_00860","p25.F2|AFFKGFPK_00860","1","AAA_15_DUF4435","p25.F2"
"3668","UserReplicon_Abi2_1","Abi2","Abi2","p25.F2|AFFKGFPK_03314","p25.F2|AFFKGFPK_03314","p25.F2|AFFKGFPK_03314","1","Abi_2","p25.F2"
"3669","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p25.F2|AFFKGFPK_05173","p25.F2|AFFKGFPK_05174","p25.F2|AFFKGFPK_05173,p25.F2|AFFKGFPK_05174","2","IetS,IetA","p25.F2"
"3670","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p25.F3|BPFHBNHI_00630","p25.F3|BPFHBNHI_00630","p25.F3|BPFHBNHI_00630","1","Type_IV_REases","p25.F3"
"3671","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p25.F3|BPFHBNHI_01314","p25.F3|BPFHBNHI_01317","p25.F3|BPFHBNHI_01314,p25.F3|BPFHBNHI_01317","2","Type_I_MTases,Type_I_REases","p25.F3"
"3672","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p25.F3|BPFHBNHI_02497","p25.F3|BPFHBNHI_02497","p25.F3|BPFHBNHI_02497","1","ATPase","p25.F3"
"3673","UserReplicon_Hachiman_2","Hachiman","Hachiman","p25.F3|BPFHBNHI_04006","p25.F3|BPFHBNHI_04007","p25.F3|BPFHBNHI_04006,p25.F3|BPFHBNHI_04007","2","HamA_1,HamB","p25.F3"
"3674","UserReplicon_Septu_9","Septu","Septu","p25.F3|BPFHBNHI_04060","p25.F3|BPFHBNHI_04061","p25.F3|BPFHBNHI_04060,p25.F3|BPFHBNHI_04061","2","PtuB,PtuA","p25.F3"
"3675","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p25.F3|BPFHBNHI_04071","p25.F3|BPFHBNHI_04071","p25.F3|BPFHBNHI_04071","1","Type_IV_REases","p25.F3"
"3676","UserReplicon_Gabija_1","Gabija","Gabija","p25.F3|BPFHBNHI_04629","p25.F3|BPFHBNHI_04630","p25.F3|BPFHBNHI_04629,p25.F3|BPFHBNHI_04630","2","GajA,GajB","p25.F3"
"3677","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.F3|BPFHBNHI_04632","p25.F3|BPFHBNHI_04633","p25.F3|BPFHBNHI_04632,p25.F3|BPFHBNHI_04633","2","HamB,HamA_2","p25.F3"
"3678","UserReplicon_Retron_III_7","Retron","Retron_III","p25.F3|BPFHBNHI_04635","p25.F3|BPFHBNHI_04636","p25.F3|BPFHBNHI_04635,p25.F3|BPFHBNHI_04636","2","PRTase_WH,RT_Tot","p25.F3"
"3679","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p25.F3|BPFHBNHI_04917","p25.F3|BPFHBNHI_04920","p25.F3|BPFHBNHI_04917,p25.F3|BPFHBNHI_04918,p25.F3|BPFHBNHI_04919,p25.F3|BPFHBNHI_04920","4","JetD_I,JetC_I,JetB_I,JetA_I","p25.F3"
"3680","UserReplicon_Septu_5","Septu","Septu","p25.F4|JIBMPEHN_01705","p25.F4|JIBMPEHN_01706","p25.F4|JIBMPEHN_01705,p25.F4|JIBMPEHN_01706","2","PtuA,PtuB","p25.F4"
"3681","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.F4|JIBMPEHN_02093","p25.F4|JIBMPEHN_02094","p25.F4|JIBMPEHN_02093,p25.F4|JIBMPEHN_02094","2","HamB,HamA_2","p25.F4"
"3682","UserReplicon_Abi2_1","Abi2","Abi2","p25.F4|JIBMPEHN_02103","p25.F4|JIBMPEHN_02103","p25.F4|JIBMPEHN_02103","1","Abi_2","p25.F4"
"3683","UserReplicon_DRT_2_2","DRT","DRT_2","p25.F4|JIBMPEHN_03474","p25.F4|JIBMPEHN_03474","p25.F4|JIBMPEHN_03474","1","drt2","p25.F4"
"3684","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.F4|JIBMPEHN_04134","p25.F4|JIBMPEHN_04135","p25.F4|JIBMPEHN_04134,p25.F4|JIBMPEHN_04135","2","Type_IV_REases,Type_IV_REases","p25.F4"
"3685","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.F5|ALEIAFNA_02424","p25.F5|ALEIAFNA_02431","p25.F5|ALEIAFNA_02424,p25.F5|ALEIAFNA_02428,p25.F5|ALEIAFNA_02429,p25.F5|ALEIAFNA_02430,p25.F5|ALEIAFNA_02431","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.F5"
"3686","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.F5|ALEIAFNA_03189","p25.F5|ALEIAFNA_03190","p25.F5|ALEIAFNA_03189,p25.F5|ALEIAFNA_03190","2","Type_IV_REases,Type_IV_REases","p25.F5"
"3687","UserReplicon_Abi2_1","Abi2","Abi2","p25.F5|ALEIAFNA_04120","p25.F5|ALEIAFNA_04120","p25.F5|ALEIAFNA_04120","1","Abi_2","p25.F5"
"3688","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p25.F7|AIFINLIA_00596","p25.F7|AIFINLIA_00597","p25.F7|AIFINLIA_00596,p25.F7|AIFINLIA_00597","2","Type_IV_REases,Type_IV_REases","p25.F7"
"3689","UserReplicon_Abi2_1","Abi2","Abi2","p25.F7|AIFINLIA_02179","p25.F7|AIFINLIA_02179","p25.F7|AIFINLIA_02179","1","Abi_2","p25.F7"
"3690","UserReplicon_Abi2_2","Abi2","Abi2","p25.F7|AIFINLIA_03619","p25.F7|AIFINLIA_03619","p25.F7|AIFINLIA_03619","1","Abi_2","p25.F7"
"3691","UserReplicon_CBASS_III_4","CBASS","CBASS_III","p25.F7|AIFINLIA_04123","p25.F7|AIFINLIA_04130","p25.F7|AIFINLIA_04123,p25.F7|AIFINLIA_04127,p25.F7|AIFINLIA_04128,p25.F7|AIFINLIA_04129,p25.F7|AIFINLIA_04130","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.F7"
"3692","UserReplicon_Abi2_1","Abi2","Abi2","p25.F8|NFJHDLAN_00977","p25.F8|NFJHDLAN_00977","p25.F8|NFJHDLAN_00977","1","Abi_2","p25.F8"
"3693","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.F8|NFJHDLAN_01765","p25.F8|NFJHDLAN_01772","p25.F8|NFJHDLAN_01765,p25.F8|NFJHDLAN_01766,p25.F8|NFJHDLAN_01767,p25.F8|NFJHDLAN_01768,p25.F8|NFJHDLAN_01772","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p25.F8"
"3694","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.F8|NFJHDLAN_05017","p25.F8|NFJHDLAN_05018","p25.F8|NFJHDLAN_05017,p25.F8|NFJHDLAN_05018","2","Type_IV_REases,Type_IV_REases","p25.F8"
"3695","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.F9|ECIFLPMP_01985","p25.F9|ECIFLPMP_01986","p25.F9|ECIFLPMP_01985,p25.F9|ECIFLPMP_01986","2","Type_IV_REases,Type_IV_REases","p25.F9"
"3696","UserReplicon_Abi2_1","Abi2","Abi2","p25.F9|ECIFLPMP_02291","p25.F9|ECIFLPMP_02291","p25.F9|ECIFLPMP_02291","1","Abi_2","p25.F9"
"3697","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.F9|ECIFLPMP_03367","p25.F9|ECIFLPMP_03374","p25.F9|ECIFLPMP_03367,p25.F9|ECIFLPMP_03371,p25.F9|ECIFLPMP_03372,p25.F9|ECIFLPMP_03373,p25.F9|ECIFLPMP_03374","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.F9"
"3698","UserReplicon_Abi2_1","Abi2","Abi2","p25.G1|ACKGGCAB_00604","p25.G1|ACKGGCAB_00604","p25.G1|ACKGGCAB_00604","1","Abi_2","p25.G1"
"3699","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p25.G1|ACKGGCAB_01268","p25.G1|ACKGGCAB_01269","p25.G1|ACKGGCAB_01268,p25.G1|ACKGGCAB_01269","2","Type_IV_REases,Type_IV_REases","p25.G1"
"3700","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p25.G1|ACKGGCAB_01270","p25.G1|ACKGGCAB_01271","p25.G1|ACKGGCAB_01270,p25.G1|ACKGGCAB_01271","2","Type_II_MTases,Type_II_REases","p25.G1"
"3701","UserReplicon_Gabija_3","Gabija","Gabija","p25.G1|ACKGGCAB_01814","p25.G1|ACKGGCAB_01815","p25.G1|ACKGGCAB_01814,p25.G1|ACKGGCAB_01815","2","GajA,GajB","p25.G1"
"3702","UserReplicon_Gao_Qat_4","Gao_Qat","Gao_Qat","p25.G1|ACKGGCAB_02338","p25.G1|ACKGGCAB_02341","p25.G1|ACKGGCAB_02338,p25.G1|ACKGGCAB_02339,p25.G1|ACKGGCAB_02340,p25.G1|ACKGGCAB_02341","4","QatA,QatB,QatC,QatD","p25.G1"
"3703","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p25.G1|ACKGGCAB_04153","p25.G1|ACKGGCAB_04156","p25.G1|ACKGGCAB_04153,p25.G1|ACKGGCAB_04154,p25.G1|ACKGGCAB_04155,p25.G1|ACKGGCAB_04156","4","DruD,DruE_1,DruA,DruB","p25.G1"
"3704","UserReplicon_CBASS_I_2","CBASS","CBASS_I","p25.G10|ODNIDMPJ_03654","p25.G10|ODNIDMPJ_03657","p25.G10|ODNIDMPJ_03654,p25.G10|ODNIDMPJ_03655,p25.G10|ODNIDMPJ_03657","3","Cyclase_SMODS,2TM_Gros,2TM_Gros","p25.G10"
"3705","UserReplicon_Abi2_1","Abi2","Abi2","p25.G10|ODNIDMPJ_03660","p25.G10|ODNIDMPJ_03660","p25.G10|ODNIDMPJ_03660","1","Abi_2","p25.G10"
"3706","UserReplicon_RM_Type_II_2","RM","RM_Type_II","p25.G11|PJPOBLNI_02986","p25.G11|PJPOBLNI_02987","p25.G11|PJPOBLNI_02986,p25.G11|PJPOBLNI_02987","2","Type_II_REases,Type_II_MTases","p25.G11"
"3707","UserReplicon_Hachiman_1","Hachiman","Hachiman","p25.G11|PJPOBLNI_03341","p25.G11|PJPOBLNI_03342","p25.G11|PJPOBLNI_03341,p25.G11|PJPOBLNI_03342","2","HamA_2,HamB","p25.G11"
"3708","UserReplicon_RM_Type_IIG_3","RM","RM_Type_IIG","p25.G11|PJPOBLNI_04569","p25.G11|PJPOBLNI_04569","p25.G11|PJPOBLNI_04569","1","Type_IIG","p25.G11"
"3709","UserReplicon_RM_Type_I_5","RM","RM_Type_I","p25.G12|PENFNPNC_00136","p25.G12|PENFNPNC_00137","p25.G12|PENFNPNC_00136,p25.G12|PENFNPNC_00137","2","Type_I_REases,Type_I_MTases","p25.G12"
"3710","UserReplicon_Abi2_1","Abi2","Abi2","p25.G12|PENFNPNC_02191","p25.G12|PENFNPNC_02191","p25.G12|PENFNPNC_02191","1","Abi_2","p25.G12"
"3711","UserReplicon_Abi2_2","Abi2","Abi2","p25.G12|PENFNPNC_03732","p25.G12|PENFNPNC_03732","p25.G12|PENFNPNC_03732","1","Abi_2","p25.G12"
"3712","UserReplicon_PARIS_I_merge_4","PARIS","PARIS_I_merge","p25.G12|PENFNPNC_04167","p25.G12|PENFNPNC_04167","p25.G12|PENFNPNC_04167","1","AAA_15_DUF4435","p25.G12"
"3713","UserReplicon_DRT_3_3","DRT","DRT_3","p25.G12|PENFNPNC_04669","p25.G12|PENFNPNC_04670","p25.G12|PENFNPNC_04669,p25.G12|PENFNPNC_04670","2","drt3b,drt3a","p25.G12"
"3714","UserReplicon_Abi2_1","Abi2","Abi2","p25.G2|KFMLLGIB_01732","p25.G2|KFMLLGIB_01732","p25.G2|KFMLLGIB_01732","1","Abi_2","p25.G2"
"3715","UserReplicon_Gao_Iet_3","Gao_Iet","Gao_Iet","p25.G2|KFMLLGIB_04044","p25.G2|KFMLLGIB_04045","p25.G2|KFMLLGIB_04044,p25.G2|KFMLLGIB_04045","2","IetA,IetS","p25.G2"
"3716","UserReplicon_DRT_2_2","DRT","DRT_2","p25.G2|KFMLLGIB_04789","p25.G2|KFMLLGIB_04789","p25.G2|KFMLLGIB_04789","1","drt2","p25.G2"
"3717","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p25.G3|DGJOBEKE_00474","p25.G3|DGJOBEKE_00474","p25.G3|DGJOBEKE_00474","1","Type_IV_REases","p25.G3"
"3718","UserReplicon_Retron_III_7","Retron","Retron_III","p25.G3|DGJOBEKE_00762","p25.G3|DGJOBEKE_00763","p25.G3|DGJOBEKE_00762,p25.G3|DGJOBEKE_00763","2","RT_Tot,PRTase_WH","p25.G3"
"3719","UserReplicon_Hachiman_2","Hachiman","Hachiman","p25.G3|DGJOBEKE_00765","p25.G3|DGJOBEKE_00766","p25.G3|DGJOBEKE_00765,p25.G3|DGJOBEKE_00766","2","HamA_2,HamB","p25.G3"
"3720","UserReplicon_Gabija_1","Gabija","Gabija","p25.G3|DGJOBEKE_00768","p25.G3|DGJOBEKE_00769","p25.G3|DGJOBEKE_00768,p25.G3|DGJOBEKE_00769","2","GajB,GajA","p25.G3"
"3721","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p25.G3|DGJOBEKE_01165","p25.G3|DGJOBEKE_01165","p25.G3|DGJOBEKE_01165","1","ATPase","p25.G3"
"3722","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p25.G3|DGJOBEKE_02147","p25.G3|DGJOBEKE_02150","p25.G3|DGJOBEKE_02147,p25.G3|DGJOBEKE_02148,p25.G3|DGJOBEKE_02149,p25.G3|DGJOBEKE_02150","4","JetA_I,JetB_I,JetC_I,JetD_I","p25.G3"
"3723","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.G3|DGJOBEKE_02803","p25.G3|DGJOBEKE_02804","p25.G3|DGJOBEKE_02803,p25.G3|DGJOBEKE_02804","2","HamB,HamA_1","p25.G3"
"3724","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p25.G3|DGJOBEKE_03503","p25.G3|DGJOBEKE_03506","p25.G3|DGJOBEKE_03503,p25.G3|DGJOBEKE_03506","2","Type_I_MTases,Type_I_REases","p25.G3"
"3725","UserReplicon_Septu_9","Septu","Septu","p25.G3|DGJOBEKE_05070","p25.G3|DGJOBEKE_05071","p25.G3|DGJOBEKE_05070,p25.G3|DGJOBEKE_05071","2","PtuB,PtuA","p25.G3"
"3726","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p25.G3|DGJOBEKE_05081","p25.G3|DGJOBEKE_05081","p25.G3|DGJOBEKE_05081","1","Type_IV_REases","p25.G3"
"3727","UserReplicon_Septu_5","Septu","Septu","p25.G4|KNDPMKKH_00830","p25.G4|KNDPMKKH_00831","p25.G4|KNDPMKKH_00830,p25.G4|KNDPMKKH_00831","2","PtuB,PtuA","p25.G4"
"3728","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.G4|KNDPMKKH_01513","p25.G4|KNDPMKKH_01514","p25.G4|KNDPMKKH_01513,p25.G4|KNDPMKKH_01514","2","Type_IV_REases,Type_IV_REases","p25.G4"
"3729","UserReplicon_DRT_2_2","DRT","DRT_2","p25.G4|KNDPMKKH_02405","p25.G4|KNDPMKKH_02405","p25.G4|KNDPMKKH_02405","1","drt2","p25.G4"
"3730","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.G4|KNDPMKKH_04251","p25.G4|KNDPMKKH_04252","p25.G4|KNDPMKKH_04251,p25.G4|KNDPMKKH_04252","2","HamA_2,HamB","p25.G4"
"3731","UserReplicon_Abi2_1","Abi2","Abi2","p25.G4|KNDPMKKH_05079","p25.G4|KNDPMKKH_05079","p25.G4|KNDPMKKH_05079","1","Abi_2","p25.G4"
"3732","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.G5|JKOKHBDF_02076","p25.G5|JKOKHBDF_02077","p25.G5|JKOKHBDF_02076,p25.G5|JKOKHBDF_02077","2","Type_IV_REases,Type_IV_REases","p25.G5"
"3733","UserReplicon_Abi2_1","Abi2","Abi2","p25.G5|JKOKHBDF_02158","p25.G5|JKOKHBDF_02158","p25.G5|JKOKHBDF_02158","1","Abi_2","p25.G5"
"3734","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.G5|JKOKHBDF_03767","p25.G5|JKOKHBDF_03774","p25.G5|JKOKHBDF_03767,p25.G5|JKOKHBDF_03768,p25.G5|JKOKHBDF_03769,p25.G5|JKOKHBDF_03770,p25.G5|JKOKHBDF_03774","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p25.G5"
"3735","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.G7|ANPLCBEJ_00509","p25.G7|ANPLCBEJ_00510","p25.G7|ANPLCBEJ_00509,p25.G7|ANPLCBEJ_00510","2","Type_IV_REases,Type_IV_REases","p25.G7"
"3736","UserReplicon_Septu_5","Septu","Septu","p25.G7|ANPLCBEJ_01048","p25.G7|ANPLCBEJ_01049","p25.G7|ANPLCBEJ_01048,p25.G7|ANPLCBEJ_01049","2","PtuA,PtuB","p25.G7"
"3737","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.G7|ANPLCBEJ_02876","p25.G7|ANPLCBEJ_02877","p25.G7|ANPLCBEJ_02876,p25.G7|ANPLCBEJ_02877","2","HamB,HamA_2","p25.G7"
"3738","UserReplicon_Abi2_1","Abi2","Abi2","p25.G7|ANPLCBEJ_02886","p25.G7|ANPLCBEJ_02886","p25.G7|ANPLCBEJ_02886","1","Abi_2","p25.G7"
"3739","UserReplicon_DRT_2_2","DRT","DRT_2","p25.G7|ANPLCBEJ_03173","p25.G7|ANPLCBEJ_03173","p25.G7|ANPLCBEJ_03173","1","drt2","p25.G7"
"3740","UserReplicon_Abi2_1","Abi2","Abi2","p25.G8|CCCIPHEN_01156","p25.G8|CCCIPHEN_01156","p25.G8|CCCIPHEN_01156","1","Abi_2","p25.G8"
"3741","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.G8|CCCIPHEN_01679","p25.G8|CCCIPHEN_01686","p25.G8|CCCIPHEN_01679,p25.G8|CCCIPHEN_01683,p25.G8|CCCIPHEN_01684,p25.G8|CCCIPHEN_01685,p25.G8|CCCIPHEN_01686","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.G8"
"3742","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.G8|CCCIPHEN_02058","p25.G8|CCCIPHEN_02059","p25.G8|CCCIPHEN_02058,p25.G8|CCCIPHEN_02059","2","Type_IV_REases,Type_IV_REases","p25.G8"
"3743","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.G9|KNNKOKPA_00820","p25.G9|KNNKOKPA_00821","p25.G9|KNNKOKPA_00820,p25.G9|KNNKOKPA_00821","2","Type_IV_REases,Type_IV_REases","p25.G9"
"3744","UserReplicon_Abi2_1","Abi2","Abi2","p25.G9|KNNKOKPA_02104","p25.G9|KNNKOKPA_02104","p25.G9|KNNKOKPA_02104","1","Abi_2","p25.G9"
"3745","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.G9|KNNKOKPA_03053","p25.G9|KNNKOKPA_03060","p25.G9|KNNKOKPA_03053,p25.G9|KNNKOKPA_03057,p25.G9|KNNKOKPA_03058,p25.G9|KNNKOKPA_03059,p25.G9|KNNKOKPA_03060","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.G9"
"3746","UserReplicon_Abi2_1","Abi2","Abi2","p25.H1|BEAMAPGA_00094","p25.H1|BEAMAPGA_00094","p25.H1|BEAMAPGA_00094","1","Abi_2","p25.H1"
"3747","UserReplicon_Gao_Qat_4","Gao_Qat","Gao_Qat","p25.H1|BEAMAPGA_01005","p25.H1|BEAMAPGA_01008","p25.H1|BEAMAPGA_01005,p25.H1|BEAMAPGA_01006,p25.H1|BEAMAPGA_01007,p25.H1|BEAMAPGA_01008","4","QatA,QatB,QatC,QatD","p25.H1"
"3748","UserReplicon_Gabija_3","Gabija","Gabija","p25.H1|BEAMAPGA_02598","p25.H1|BEAMAPGA_02599","p25.H1|BEAMAPGA_02598,p25.H1|BEAMAPGA_02599","2","GajB,GajA","p25.H1"
"3749","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p25.H1|BEAMAPGA_03626","p25.H1|BEAMAPGA_03627","p25.H1|BEAMAPGA_03626,p25.H1|BEAMAPGA_03627","2","Type_IV_REases,Type_IV_REases","p25.H1"
